Store ID,Store Name,Division,Urbanicity,lag_1,lag_4,lag_13,lag_52,Urbanicity_enc,CYE Total Households,CYE Household Density HH SqMi,CYE Median Household Income,CYE Total Housing Units,CYE Total Population,income_affluent,housing_old_share,housing_new_share,Sister Store Count in TradeArea,total_competitor_ta,Wallflowers Depot Count in TradeArea
S00410,"Ironcross22, FL",SOUTH,Large Town,359054.6285,363493.9312,368290.6084,355976.3225,1,88565,428,77193,96812,221016,13.760000000000002,11.620000000000001,27.64,1,20,3
S00411,"Ashdale, MS",SOUTH,Small Town,254371.3548,292250.2201,326400.2971,248823.8947,6,44229,114,63615,49855,111084,10.58,29.13,21.99,1,10,2
S00412,"Eastrun, NE",WEST,Large Town,844471.0969,691150.239,861692.0489,585271.8777,1,168065,776,104776,176716,420784,24.189999999999998,28.689999999999998,26.189999999999998,2,49,9
S00413,"Clearcamp, IL",NORTH,Large Town,712660.5454,635267.5669,744017.503,623122.1302,1,90954,510,107092,94711,247734,28.46,30.52,25.43,0,17,1
S00414,"Ashharbor, CA",WEST,Small Town,1394287.572,1240967.895,1353620.095,1367424.105,6,183139,286,105652,194407,462579,30.29,30.869999999999997,13.75,0,48,3
S00415,"Cedarreach, FL",SOUTH,Small Town,632148.0045,537566.9992,654543.0023,637046.9572,6,146157,186,56972,162356,352652,8.620000000000001,10.030000000000001,28.740000000000002,2,21,5
S00416,"Ashreach, PA",NORTH,Small Town,689413.672,671113.9492,864927.3778,697211.9677,6,79736,99,87849,86366,193851,20.62,40.96,18.88,1,34,3
S00417,"Ironharbor, NH",NORTH,Small Town,733482.6771,755851.5982,1124818.496,843365.8613,6,97389,244,107263,110015,227125,31.22,41.6,17.73,1,35,4
S00418,"Brighthaven, PA",NORTH,Rural,130274.1211,139411.9917,201119.0291,140979.7985,4,21866,32,60508,28042,52858,9.17,51.04,9.93,0,8,1
S00419,"Maplemont, NC",SOUTH,Large Town,738538.9539,637019.8369,714259.0428,696851.6997,1,268915,936,112337,286442,651053,31.869999999999997,13.49,35.099999999999994,5,58,9
S00420,"Blackkeep, AL",SOUTH,Small Town,835949.0411,893863.0996,930880.716,759505.2709,6,41411,45,65375,46801,105360,11.0,25.189999999999998,20.39,0,9,2
S00421,"Westmere, NH",NORTH,Large Town,433808.3893,453930.1772,621351.5247,447137.9453,1,162731,557,109408,169620,426368,30.73,45.67,11.940000000000001,2,35,3
S00422,"Royalbend, NC",SOUTH,Small Town,844469.4079,875827.2077,1017172.32,765489.0785,6,94387,78,62451,108719,219952,10.54,20.52,28.189999999999998,2,22,6
S00423,"Stormport, TX",WEST,Small City,590887.4457,445038.2786,738671.512,587103.5882,5,613315,1999,98601,670332,1400689,24.97,22.68,24.04,5,100,17
S00424,"Moonford, MD",NORTH,Small Town,377179.77,338389.3584,477854.1754,368203.951,6,154264,162,77710,165473,392158,15.85,36.25,21.99,4,43,6
S00425,"Riverkeep, CA",WEST,Large Town,429637.6885,398227.6765,422690.2649,391314.7841,1,175940,610,120671,182993,502791,35.58,14.830000000000002,21.67,2,36,4
S00426,"Granitecamp, CA",WEST,Small Town,1430673.055,1399352.65,1454479.213,1239652.19,6,48958,83,71813,51241,148422,14.46,25.080000000000002,23.799999999999997,0,14,2
S00427,"Stormfield, CA",WEST,Small City,496180.406,466992.7248,688510.1493,450170.9544,5,199159,1901,104280,205626,603600,28.450000000000003,58.89,6.67,1,39,7
S00428,"Sunhaven, WV",NORTH,Small Town,461961.2188,468356.0211,595346.3502,448478.2916,6,65416,101,60749,73545,152607,12.9,38.349999999999994,24.41,1,19,3
S00429,"Redhollow, AZ",WEST,Remote,425045.8609,488768.4216,550854.5605,451358.7546,3,20440,8,67958,34727,52990,10.83,10.43,32.67,0,10,2
S00430,"Royalrun, TX",SOUTH,Small Town,526184.5143,562605.24,622043.4524,562667.3084,6,162491,172,83211,176435,444657,17.39,10.33,43.32,2,43,6
S00431,"Lowcrest, NM",WEST,Small Town,527862.2898,541294.7137,629109.0291,444089.8945,6,59125,663,86907,61505,152876,17.22,3.26,41.839999999999996,0,13,4
S00432,"Bluegrove, OK",WEST,Large Town,579268.7698,590507.0412,643099.6668,633911.0281,1,251514,498,81230,278910,614173,17.5,35.01,22.75,3,63,14
S00433,"Wolfhollow, MN",WEST,Large Town,187331.8734,214591.8721,247303.8706,189471.3617,1,778048,766,93686,814507,1886445,23.17,41.85000000000001,17.23,3,161,10
S00434,"Winhollow, OH",NORTH,Rural,330311.061,330174.0186,393447.816,275118.7859,4,55713,48,61042,61085,136947,9.57,48.760000000000005,14.23,0,18,3
S00435,"Southmesa, FL",SOUTH,Small City,1284978.568,1092013.009,1415441.841,1332036.609,5,109060,1220,76548,116911,311270,16.86,13.629999999999999,23.95,0,19,7
S00436,"Sagestrand, MI",NORTH,Small Town,269705.9303,241260.1276,353510.4974,207422.1456,6,139880,108,66836,153659,326582,12.510000000000002,53.21,10.370000000000001,1,48,4
S00437,"Frostvalley, WA",WEST,Large Town,106919.0,120106.75,137827.75,109891.75,1,106550,280,101437,113966,273731,25.1,23.02,19.75,2,28,3
S00438,"Eaglecrest, CA",WEST,Large Town,282494.635,253194.858,306355.2884,246290.125,1,114208,668,90502,118703,391657,20.509999999999998,21.07,20.01,0,22,2
S00439,"Moonvalley, GA",SOUTH,Small Town,353184.9201,433925.8617,463239.8209,386981.4863,6,78260,75,73560,84120,212682,13.96,19.15,28.9,0,16,3
S00440,"Greenheights, AL",SOUTH,Small Town,201161.6217,226600.5882,235613.0951,206645.6968,6,148210,242,92779,160076,352610,22.759999999999998,24.369999999999997,27.71,4,40,10
S00441,"Westfield, TN",SOUTH,Large Town,458785.2967,477077.8306,521978.5384,449361.3211,1,88188,459,88895,92589,239491,16.41,6.98,38.18,0,19,3
S00442,"Rivdor, TX",SOUTH,Rural,450587.532,453054.9702,475856.6787,459287.4611,4,188947,107,78833,205018,495884,17.93,15.29,32.45,1,31,5
S00443,"Royalmark, TX",SOUTH,Small City,1212279.124,1368041.94,1599667.216,1169214.357,5,172460,715,57191,198138,533366,9.4,8.82,39.68,2,43,11
S00444,"Reddale, DE",NORTH,Small Town,1127473.259,988677.5941,1186523.39,955248.4212,6,82157,131,83927,121932,189899,19.73,13.09,40.760000000000005,1,27,3
S00445,"Pinevalley, PA",NORTH,Rural,1731979.131,1695501.583,2028033.872,1766263.887,4,42138,85,64063,46381,101531,9.45,58.589999999999996,9.14,0,14,1
S00446,"Southplains, OH",NORTH,Small Town,962144.0207,927459.265,1185894.559,950168.6449,6,74308,432,54867,85573,169435,8.44,65.96000000000001,6.890000000000001,0,14,2
S00447,"Vanridge, FL",SOUTH,Small Town,2140976.556,2075977.846,2124684.896,2176410.434,6,82894,357,68220,105157,226642,10.26,10.84,40.120000000000005,0,11,1
S00448,"Vanisle, IN",NORTH,Small Town,327910.8196,331210.5785,347271.7934,310992.3583,6,52533,46,61488,58327,126805,7.970000000000001,58.92,9.39,0,16,2
S00449,"Whitereach, NH",NORTH,Remote,216657.2416,246557.6329,366353.0837,261785.0808,3,27854,16,68534,37460,64744,12.99,43.45,15.8,0,19,2
S00450,"Stormgate, DE",NORTH,Small Town,1550428.179,1507354.93,1652580.324,1365873.166,6,52438,70,67477,57035,137227,11.690000000000001,27.310000000000002,27.76,0,16,3
S00451,"Graybay, VA",NORTH,Small City,318141.2176,287506.0449,320729.8983,284806.5284,5,226778,1874,73051,242179,540352,13.73,39.53,14.77,1,39,7
S00452,"Westdale, SC",SOUTH,Small Town,245663.0211,250896.7245,286441.3325,243800.7282,6,79404,52,56143,88967,193853,9.73,26.6,18.64,2,26,7
S00453,"Frostcross, ME",NORTH,Small Town,1076228.179,1042364.644,1395497.487,969809.5814,6,58251,52,69933,65857,136381,13.36,39.870000000000005,20.04,1,19,3
S00454,"Oakmere, VA",NORTH,Large Town,590088.3591,542482.3327,633326.6542,511491.6451,1,198427,736,83931,209055,494791,17.22,25.38,19.92,1,48,9
S00455,"Lowshire, IN",NORTH,Large Town,423189.3957,384732.7757,560872.5698,439931.5247,1,119012,1159,64595,130693,290348,9.59,43.019999999999996,16.080000000000002,0,20,4
S00456,"Bearcourt, TN",SOUTH,Small Town,816132.491,952112.5526,860949.5893,716274.4441,6,70115,98,88663,74227,184418,19.65,15.010000000000002,35.18,1,14,3
S00457,"Shadowrun, AR",WEST,Large Town,171078.8753,180705.8838,199786.2686,147773.826,1,126710,236,77501,136385,335372,16.61,12.32,34.97,2,41,15
S00458,"Crystalvalley, MS",SOUTH,Rural,850503.6509,921849.4787,922998.282,826065.0043,4,30735,16,53352,34126,79681,7.050000000000001,27.78,17.130000000000003,0,11,3
S00459,"Rivisle, GA",SOUTH,Large Town,258656.3245,324361.1119,339239.3368,335598.959,1,157839,474,140343,165674,453951,43.05,3.44,46.83,2,45,7
S00460,"Ironside, LA",SOUTH,Small City,742272.4031,743901.4896,823364.5267,870710.934,5,328689,1359,66005,371270,743403,14.690000000000001,53.45,10.200000000000001,4,68,11
S00461,"Riverfall, WA",WEST,Small Town,1185218.224,991470.5121,1127478.388,1078340.489,6,42410,67,74867,45015,106175,14.23,43.61,14.03,0,14,2
S00462,"Silverjunction, OK",WEST,Small Town,1712862.697,1797817.335,1805803.901,1479497.597,6,237941,253,67872,263176,607207,11.93,34.93,23.96,3,66,19
S00464,"Pinetown, TX",WEST,Small Town,480906.292,490140.6935,551138.2463,474637.864,6,156522,511,59500,165524,454509,8.52,19.54,34.040000000000006,1,38,10
S00465,"Grayside, NC",SOUTH,Large Town,490533.2555,426867.6558,566270.132,465866.1507,1,173934,1093,75048,186192,419829,15.6,16.44,34.51,3,28,5
S00466,"Eaglecamp, OH",NORTH,Large Town,962606.5585,1041180.298,1256859.06,978083.9085,1,69547,1035,75224,74573,167119,14.47,59.39999999999999,9.32,0,10,1
S00467,"Ashrun, FL",SOUTH,Small Town,325895.6798,302553.6405,323472.2186,340976.2174,6,37472,216,74886,40431,109323,14.04,16.59,25.75,0,6,1
S00468,"Oakgate, KY",SOUTH,Large Town,687101.1277,900701.0522,1145390.02,800784.2949,1,91544,613,72803,96221,228932,11.39,33.269999999999996,23.43,1,29,5
S00469,"Silverbay, CO",WEST,Small City,1207987.868,1116713.154,1314463.278,1033374.859,5,189514,1179,97572,198881,478487,21.93,7.02,25.729999999999997,2,38,9
S00470,"Stormreach, MA",NORTH,Small Town,577421.4455,598720.3305,801324.0991,534253.664,6,56740,392,126034,59265,139101,37.36,47.08,14.23,0,14,1
S00471,"Greenside, TX",WEST,Small City,1070030.572,1111086.094,1404451.495,1011696.817,5,261239,1525,123289,276355,687267,35.26,8.31,29.2,5,54,16
S00472,"Greenrun, LA",SOUTH,Large Town,323825.3453,344726.0252,404791.5931,366757.4145,1,231712,393,74090,258902,576574,16.6,22.71,28.31,2,80,21
S00473,"Graymont, GA",SOUTH,Rural,2250509.93,2649996.234,2670148.41,2418849.977,4,47828,46,69159,53622,132791,10.32,12.42,29.14,0,11,4
S00474,"Shadowisle, TX",WEST,Large Town,269626.887,229326.6192,281807.8193,233180.7145,1,217156,1148,101507,229928,532693,23.97,16.35,19.94,3,50,11
S00475,"Whitetown, OH",NORTH,Large Town,566993.8218,499430.6372,879108.3181,563782.2839,1,171287,1294,71481,192052,390247,13.77,77.11,4.8,0,34,1
S00476,"Lakeview, VA",NORTH,Large Town,531233.3573,548870.8891,602812.6043,506701.1389,1,103977,437,79045,111533,262856,16.35,34.93,23.1,2,18,5
S00477,"Riverhold, TN",SOUTH,Small Town,287737.5036,327655.3654,344529.8318,327087.1282,6,91255,212,74178,98041,241137,11.23,13.69,34.4,1,21,6
S00478,"Maplemere, MO",WEST,Large Town,1298701.057,1419073.103,1837857.858,1371362.234,1,110553,996,52057,125694,262352,6.37,65.21,6.74,1,20,4
S00479,"Rivmark, TX",SOUTH,Rural,430016.2529,456227.9231,455326.8091,438797.3432,4,74586,110,56273,94116,195830,10.48,40.64,20.04,0,26,4
S00480,"Bluetown, AZ",WEST,Small City,1111183.304,1173692.626,1332894.722,1170339.063,5,325750,1311,96471,367676,862790,21.27,7.09,29.080000000000002,3,70,16
S00481,"Oakisle, CA",WEST,Large Town,166667.25,148365.75,188629.5,156100.0,1,71933,661,120418,74033,222473,36.34,14.599999999999998,32.15,1,17,1
S00482,"Westport, KS",WEST,Large Town,262448.2034,274402.3143,279913.4448,264189.9975,1,206647,1300,75729,231233,461623,15.55,63.89,8.120000000000001,2,49,7
S00483,"Granitestrand, IL",NORTH,Small City,342666.9187,312099.2639,433891.103,314714.5366,5,541612,2945,65912,596031,1408866,13.39,72.67999999999999,7.96,2,76,6
S00484,"Royalcross, TX",SOUTH,Small City,2468212.0,2662768.0,2938096.0,2144772.0,5,114945,1120,72670,124448,329415,14.34,30.55,16.06,0,27,3
S00485,"Cedarpoint, GA",SOUTH,Large Town,397314.5251,404964.1457,503811.349,419442.1552,1,131394,839,81059,138333,382922,16.64,11.58,17.45,1,23,6
S00486,"Wolfcross, MI",NORTH,Small City,683792.2217,619935.0964,799809.9236,625713.0977,5,138866,1535,77474,145393,327019,14.219999999999999,60.56,5.42,1,32,2
S00487,"Sagegrove, CA",WEST,Large Town,579973.3824,520110.8306,614805.5419,522594.7308,1,77040,203,80050,80308,241859,17.0,21.41,27.96,2,20,4
S00488,"Southstrand, NE",WEST,Small City,356711.8264,326122.5554,403823.1012,376197.5877,5,317141,959,90620,336896,793976,19.43,38.03,22.67,3,79,16
S00489,"Starmark, IN",NORTH,Large Town,348807.9586,317906.9109,395956.5185,305859.5412,1,134191,394,68147,144205,329707,10.45,43.66,14.740000000000002,2,40,5
S00490,"Sagevalley, PA",NORTH,Large Town,373556.0679,320467.0561,486181.7356,334574.1018,1,132482,968,73136,139624,338432,15.18,61.010000000000005,10.35,2,24,2
S00491,"Sagecliff, PA",NORTH,Large Town,222093.5758,169784.0917,224935.9861,214025.2094,1,111016,1130,70759,122902,242429,12.8,77.33,5.1,1,19,1
S00492,"Galvalley, MI",NORTH,Small City,531954.9713,467095.1819,654381.518,488211.4328,5,195910,1670,54075,217013,510989,8.01,82.64999999999999,4.21,0,31,2
S00493,"Blackhollow, NH",NORTH,Small Town,356791.6209,375756.1535,494941.4594,365463.0599,6,74505,109,96687,81349,184806,24.06,37.34,20.21,0,20,2
S00494,"Highbay, TX",WEST,Small City,2990250.059,2659666.672,3568082.022,2939134.216,5,145106,1080,57963,153222,417755,8.04,19.380000000000003,30.599999999999998,1,41,10
S00495,"Royalcrest, PA",NORTH,Large Town,782122.2205,718861.2601,1047242.686,792122.9574,1,169546,1045,89735,185479,373601,21.3,67.16,9.379999999999999,1,33,2
S00496,"Rivercross, FL",SOUTH,Large Town,1143190.297,956754.5192,1163974.32,1517261.778,1,173161,777,70873,208768,407413,12.08,10.330000000000002,28.919999999999998,2,40,7
S00497,"Goldcourt, MA",NORTH,Large Town,1361557.458,1285491.397,1665854.884,1512190.4,1,103766,1021,88500,109447,256584,20.18,60.73,9.100000000000001,0,15,1
S00498,"Starsprings, AR",WEST,Small Town,630266.3123,671116.9579,650558.0231,609667.2247,6,160383,122,68708,177694,365280,13.82,26.17,25.38,2,46,9
S00499,"Sagesprings, VA",NORTH,Remote,425331.9786,407668.4921,639398.6551,373977.4575,3,20460,27,53954,23617,46367,6.0200000000000005,39.45,16.2,0,9,2
S00500,"Sunmesa, OH",NORTH,Rural,533860.589,510684.406,649467.823,501787.3464,4,34828,33,53408,39422,86044,8.33,40.22,16.7,0,15,2
S00501,"Sagegard, NC",SOUTH,Small Town,3497423.409,3568500.791,3740505.92,3451497.032,6,76276,195,71088,83101,187651,11.16,28.32,17.04,1,18,6
S00502,"Redmark, CO",WEST,Small Town,1266597.187,1260324.915,1194221.37,827291.4345,6,135331,284,104601,141519,388966,24.46,15.21,40.95,0,27,5
S00503,"Graystrand, GA",SOUTH,Small Town,476158.2088,480002.779,545610.8582,476363.6395,6,109700,340,67991,120825,265743,12.36,39.56,20.96,1,33,7
S00504,"Shadowcamp, SC",SOUTH,Large Town,654583.2617,618440.1177,753888.3321,676146.9234,1,91150,608,93419,105028,195179,23.68,34.57,26.810000000000002,1,28,2
S00505,"Irondor20, VA",SOUTH,Rural,128880.5,156288.75,212596.75,150097.5,4,31218,31,43129,36781,75571,4.989999999999999,35.339999999999996,14.59,0,7,2
S00506,"Redmere, TX",WEST,Large Town,1684269.191,1842654.231,1944921.232,1714809.306,1,103986,97,72601,115207,275793,13.44,26.17,26.35,1,29,9
S00507,"Goldrock, NY",NORTH,Large Town,458513.5809,487106.9462,629447.9303,455964.24,1,136571,1070,64572,145148,320202,10.73,64.85000000000001,7.02,0,23,4
S00508,"Westfall, UT",WEST,Small City,444042.8778,459989.5522,492220.4776,385232.1221,5,167193,977,111257,175459,450206,28.35,17.44,22.47,1,47,8
S00509,"Westkeep, VA",SOUTH,Rural,357542.6763,393348.2688,468260.4455,433087.6328,4,52215,58,58070,58849,119161,8.68,40.43,13.11,1,17,3
S00510,"Cedarridge, VA",NORTH,Rural,1387709.106,1347854.989,1762509.316,1332820.819,4,34054,48,50682,39568,78948,6.19,45.97,11.25,1,8,2
S00511,"Bluegate, GA",SOUTH,Large Town,1082415.506,875214.6743,1243815.283,1056302.411,1,148426,823,147507,155227,412931,45.260000000000005,1.86,37.71,2,37,5
S00512,"Starmesa, OR",WEST,Small Town,361168.311,339228.8467,423090.1046,364326.261,6,38235,63,87043,40356,103778,18.630000000000003,23.68,24.35,0,9,1
S00513,"Mormesa, SC",SOUTH,Small Town,481068.4857,491176.6856,715165.5374,491251.9941,6,158033,375,68485,174424,380758,13.610000000000001,28.04,27.78,3,28,4
S00514,"Highfield, GA",SOUTH,Rural,391535.4032,391924.5978,403047.4784,429017.8831,4,19716,65,77235,21501,51025,12.64,10.38,31.259999999999998,0,7,1
S00515,"Northbend, PA",NORTH,Small Town,797381.2863,697285.7934,1027667.327,775172.8675,6,173763,702,84561,190991,383405,19.560000000000002,65.85,10.5,1,39,3
S00516,"Rivview, WV",NORTH,Small Town,2617968.0,2864592.0,3303700.0,2358684.0,6,97081,107,65183,109185,218739,12.14,49.49,11.35,2,35,4
S00517,"Brightbay, VA",NORTH,Small City,1531780.136,1421496.82,1782395.969,1314154.287,5,292657,1597,159886,305700,774810,51.15,28.85,17.68,1,34,3
S00518,"Starcrest, MI",NORTH,Large Town,302164.9607,318922.8701,409728.2137,268897.0725,1,54976,181,88043,59566,145853,20.01,30.860000000000003,19.54,0,15,1
S00519,"Bluefall, NC",SOUTH,Large Town,149507.25,143918.25,143770.5,138482.75,1,221132,525,69004,237678,535551,13.379999999999999,28.21,23.37,6,60,13
S00520,"Morgrove, NY",NORTH,Large Town,511876.1431,548583.8162,793355.2431,507759.6167,1,106623,464,86042,114317,242649,17.3,62.010000000000005,9.379999999999999,1,26,2
S00521,"Redwatch, TX",WEST,Small Town,2581204.868,2842849.703,3262814.281,2478473.068,6,74344,79,70671,82411,195906,12.920000000000002,27.759999999999998,21.93,0,28,6
S00522,"Goldside, IL",NORTH,Small Town,96907.5,92518.25,105933.0,101510.75,6,81085,107,83480,89452,185472,17.09,45.78,14.63,1,20,3
S00523,"Westheights, IN",NORTH,Large Town,1058456.385,1192679.285,1374304.169,1105816.559,1,116363,492,85349,123564,301380,16.21,29.14,25.869999999999997,2,34,7
S00524,"Silverplains, TX",SOUTH,Remote,826028.3003,940006.075,915331.9118,759267.6711,3,24381,10,48227,32217,61408,6.91,23.46,19.65,0,8,2
S00525,"Blueharbor, TX",WEST,Small City,1512184.0,1614720.0,1946240.0,1311916.0,5,326136,1195,138765,346353,874858,40.989999999999995,3.41,45.879999999999995,5,73,19
S00526,"Bluebay, HI",WEST,Large Town,1381066.76,1395532.862,1215278.846,1355673.935,1,197788,875,105043,211496,602673,27.71,28.48,19.96,1,37,4
S00527,"Northcross, CA",WEST,Rural,549710.8283,514050.8222,645588.9667,531334.8771,4,62897,104,129660,65287,196703,40.44,20.49,22.86,0,18,2
S00528,"Stormwatch, FL",SOUTH,Large Town,1394931.554,1323917.042,1500016.564,1316003.196,1,109557,895,81787,116127,317200,15.64,8.379999999999999,33.129999999999995,0,20,6
S00529,"Highcamp, IN",NORTH,Small Town,628340.2063,601711.7297,700651.0354,550994.9192,6,155677,276,73940,166697,387101,12.790000000000001,40.25,16.93,2,44,5
S00530,"Sagerun, PA",NORTH,Rural,175366.688,182282.8318,217499.6566,157133.9208,4,31742,94,81068,33989,81109,16.3,40.83,19.58,0,6,1
S00531,"Brightdor, IL",NORTH,Large Town,272372.4301,214890.6493,307309.1473,265711.4512,1,181193,403,108003,189383,494833,27.81,27.2,25.82,0,58,6
S00532,"Frostwatch, NY",NORTH,Small Town,709947.2159,724233.3146,894587.6792,689702.5636,6,91060,86,88780,105944,212470,20.509999999999998,40.199999999999996,20.98,1,27,3
S00533,"Eagletown, NY",NORTH,Small Town,259291.3029,247636.5977,348790.1058,221744.7091,6,64820,169,73212,71022,158928,14.09,71.7,6.32,1,13,2
S00534,"Highhold, NC",SOUTH,Small Town,334512.6451,302973.5788,354126.0635,286506.0092,6,131713,428,60878,142248,322663,10.68,33.26,21.0,3,32,6
S00535,"Brightdale, GA",SOUTH,Rural,2021660.425,1651414.202,1568647.504,1513028.113,4,46363,39,83503,52924,121227,19.74,17.39,32.739999999999995,0,22,3
S00536,"Sunbend, OH",NORTH,Small City,1436016.535,1186790.763,1689012.118,1356559.234,5,148804,1367,76650,166532,333630,19.12,72.08,7.63,0,27,2
S00537,"Pineview, OK",WEST,Rural,407475.7044,460907.5758,484920.0659,428175.1711,4,57885,35,55082,66822,149725,8.54,28.31,20.39,1,17,5
S00538,"Golddor, MI",NORTH,Large Town,1011782.769,846578.1989,1367949.834,997163.9481,1,104519,277,79889,111480,249902,16.52,43.24,17.11,1,30,3
S00539,"Clearshire, FL",SOUTH,Large Town,2518232.0,2076536.0,2637400.0,2316196.0,1,143537,1177,74969,157054,350421,14.120000000000001,26.5,24.16,1,28,7
S00540,"Wincove, NC",SOUTH,Rural,425277.8694,484973.6099,486692.7857,424356.5393,4,217871,157,69832,238299,526706,13.57,29.909999999999997,20.48,6,54,12
S00541,"Crystalrun, MA",NORTH,Large Town,142089.7988,118004.2136,189988.3869,125045.2794,1,73530,954,92061,76570,206438,24.3,61.050000000000004,7.7700000000000005,1,21,3
S00542,"Redridge, NC",SOUTH,Small Town,453441.8512,462644.542,497316.4051,465849.9349,6,71698,121,64894,82388,169433,11.23,16.91,30.89,1,17,5
S00543,"Redcourt, NC",SOUTH,Small Town,304838.2454,300184.4426,344517.9018,294140.6433,6,47653,300,75338,50921,121037,14.7,23.14,26.29,0,13,2
S00544,"Stormbrook, FL",SOUTH,Small City,1344687.437,1364886.675,1595596.344,1403568.957,5,104766,1129,117479,109647,294848,30.79,3.3,24.810000000000002,0,19,4
S00545,"Brightcourt, MI",NORTH,Remote,1613260.0,1523192.0,2476160.0,1749476.0,3,26970,21,62763,31611,65842,8.82,49.83,10.92,0,18,1
S00546,"Blackmesa, OK",WEST,Small Town,433689.1493,517344.938,498459.2875,466828.769,6,109703,128,73164,118214,292189,12.959999999999999,23.83,28.55,2,31,9
S00547,"Morwatch, PA",NORTH,Large Town,244922.7836,230169.8152,285251.7182,197654.4548,1,128259,450,89391,134783,330628,19.35,43.790000000000006,16.009999999999998,1,28,2
S00548,"Whitepoint, TN",SOUTH,Small Town,3314668.0,3270232.0,4168716.0,3821704.0,6,48816,84,64208,65858,121978,10.28,12.29,32.13,0,15,2
S00549,"Clearridge, NH",NORTH,Remote,839523.1949,1082766.461,1276467.547,780551.3853,3,21166,20,67633,35486,47513,13.44,34.02,18.16,0,10,1
S00550,"Vanford, TN",SOUTH,Small Town,1354896.818,1558903.476,1815832.609,1597944.717,6,65247,177,60447,72103,153598,11.42,34.71,19.38,2,17,3
S00551,"Pinewatch, NY",NORTH,Rural,475233.2829,434764.7637,685187.9586,463720.3087,4,19797,27,63115,23881,45882,9.17,56.76,9.83,0,8,1
S00552,"Greenbend, NC",SOUTH,Small Town,376624.6485,389598.567,396323.0378,344610.7746,6,69073,149,90786,72552,192758,21.29,13.57,34.03,1,14,2
S00554,"Copperfield, NY",NORTH,Rural,783099.9721,741548.5709,1020672.399,712825.5065,4,23677,68,78350,26520,56977,15.370000000000001,58.0,9.64,0,8,1
S00555,"Graniterun, TX",SOUTH,Small Town,240910.687,289853.213,317651.7772,247768.1763,6,140193,397,86987,149199,363642,18.560000000000002,5.39,46.04,2,29,4
S00556,"Grayharbor, PA",NORTH,Small Town,521999.5177,493897.0847,701511.0715,532350.8178,6,56000,76,68391,61384,147204,17.03,32.59,20.32,0,21,2
S00557,"Brightsprings, NY",NORTH,Rural,148537.75,145843.75,206817.0,156192.5,4,49948,35,62700,67424,126147,9.23,49.06,16.65,0,26,2
S00558,"Lakecove, KY",SOUTH,Small Town,1114827.68,1411576.701,1396777.336,1098486.082,6,43278,69,63992,47201,106633,10.38,17.18,29.61,0,11,2
S00559,"Grayshire, KY",SOUTH,Small Town,190237.9639,224584.6735,275969.151,226867.3393,6,116388,341,74771,125537,277001,16.169999999999998,25.84,18.69,2,28,4
S00560,"Royalside, AL",SOUTH,Small Town,405474.5782,404686.8163,489132.6462,400321.4897,6,48993,104,64374,53041,118422,10.940000000000001,27.86,19.84,1,14,4
S00561,"Ashmark, CA",WEST,Small City,143834.7271,126046.0148,154179.5599,149261.3149,5,189685,1366,95409,195905,623792,23.19,30.79,23.7,3,34,5
S00562,"Sagetown, FL",SOUTH,Large Town,3327759.94,2849548.416,3355770.274,4409834.609,1,291750,725,78016,379007,682020,16.22,7.949999999999999,33.989999999999995,4,70,10
S00563,"Whitedale, AZ",WEST,Small City,357615.0347,439016.6477,447687.972,409506.5421,5,238481,1755,101049,254834,650389,23.61,6.88,28.53,2,55,12
S00564,"Bluewatch, IA",NORTH,Large Town,1566284.915,1455535.426,1891083.639,1495641.666,1,123845,304,74833,135402,290870,13.79,55.51,13.04,1,33,4
S00565,"Vancliff, NC",SOUTH,Large Town,1848034.76,1740801.578,2084699.457,1842362.949,1,143815,281,64100,158030,368591,9.59,19.02,27.78,3,31,11
S00566,"Wolfdor, DE",NORTH,Large Town,575211.995,580432.2859,661045.5245,592176.6418,1,240593,891,94200,258140,598611,23.25,61.86,9.17,2,52,5
S00567,"Riverrock, GA",SOUTH,Large Town,278949.3393,247939.2178,268624.3081,271162.1915,1,96579,158,58194,108757,239052,9.7,33.58,20.04,1,24,4
S00568,"Whitegate, GA",SOUTH,Small City,1667341.787,1707736.0,1828648.643,1779254.606,5,487088,1370,89000,541193,1119794,23.8,34.11,26.9,1,69,10
S00569,"Cedarbrook, MO",WEST,Rural,891241.1123,871888.9245,939912.8847,817043.295,4,20853,30,56035,23137,55667,7.74,31.79,21.61,0,4,1
S00570,"Greenfield, IL",NORTH,Large Town,721623.7526,646971.0822,757872.5852,743524.9459,1,106879,305,76076,118882,249147,15.71,56.85,12.3,1,32,4
S00571,"Goldfield, CA",WEST,Metropolis,331055.5,270337.25,334775.5,296900.5,2,663302,4484,138791,718990,1550349,45.71,66.44,10.95,1,83,0
S00572,"Whiterun, AK",WEST,Small Town,1311888.097,1086227.514,1471452.735,976195.7469,6,61102,497,118211,65485,154510,32.63,15.28,15.830000000000002,1,12,2
S00573,"Wincourt, TN",SOUTH,Rural,1669526.494,1950439.354,1921300.612,1861925.842,4,45104,58,63365,49876,114103,9.74,26.77,22.02,1,16,4
S00574,"Vanmesa, MD",NORTH,Rural,529320.0273,499023.7202,669927.32,495027.7981,4,37864,62,57628,44057,92306,8.129999999999999,61.08999999999999,6.92,0,14,2
S00575,"Frostbrook, TX",SOUTH,Small City,1063495.736,1125933.669,1336514.887,1120850.25,5,244945,1563,57981,277278,638808,11.09,43.480000000000004,23.55,0,31,3
