Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store,Plan_Total,Plan_Bias_pct,Plan_WAPE_pct,Model_Improvement_pp
S00940,"Lowcove, AZ",WEST,13,7228707.0,7000944.0,7.38,-3.15,51474.0,,,-6.5,-1.1,3.15,Well-Calibrated,Maintain,7391737.505799999,2.2553204300575396,2.2553204300575396,-5.12467956994246
S00111,"Bluecourt, CA",WEST,13,18718613.0,18130660.0,5.39,-3.14,92716.0,,,-3.2,-3.1,3.14,Well-Calibrated,Growth,19187715.859,2.5060770207707224,2.5060770207707224,-2.8839229792292773
S01662,"Bearpoint, CA",WEST,13,25853357.0,25040506.0,8.04,-3.14,218101.0,,,-2.4,-3.7,3.14,Well-Calibrated,High Growth,25268996.838,-2.2602873661629337,2.2602873661629337,-5.7797126338370655
S01085,"Ironridge, FL",SOUTH,13,3435666.0,3327713.0,5.68,-3.14,19228.0,,,-3.7,-2.8,3.14,Well-Calibrated,High Growth,3505719.1365,2.038997286115706,2.038997286115706,-3.6410027138842938
S01426,"Moonstrand, AZ",WEST,13,9958064.0,9646734.0,6.6,-3.13,73070.0,,,-4.1,-2.5,3.13,Well-Calibrated,Maintain,10257287.3683,3.004834758041324,3.004834758041324,-3.5951652419586755
S00681,"Rivtown, AR",WEST,13,4454725.0,4315423.0,7.27,-3.13,31327.0,,,-3.3,-3.0,3.13,Well-Calibrated,High Growth,4112246.3131,-7.687987179904486,7.687987179904486,0.4179871799044861
S00846,"Highside, IN",NORTH,13,2263273.0,2333974.0,10.99,3.12,22320.0,,,4.7,2.0,3.12,Well-Calibrated,Maintain,2386809.25,5.458300876650761,5.458300876650761,-5.531699123349239
S00494,"Highbay, TX",WEST,13,44447984.0,45836388.0,6.57,3.12,337651.0,,,4.7,2.2,3.12,Well-Calibrated,Growth,44345282.098,-0.23106087781169685,0.23106087781169685,-6.338939122188304
S00429,"Redhollow, AZ",WEST,13,6825860.0,7038784.0,9.44,3.12,64473.0,,,2.8,3.3,3.12,Well-Calibrated,Growth,6975229.4195,2.1882871828604724,2.1882871828604724,-7.251712817139527
S01360,"Lowtown, MS",SOUTH,13,5330162.0,5164119.0,4.89,-3.12,26931.0,,,-2.7,-3.3,3.12,Well-Calibrated,Growth,5287131.0581,-0.8073102074571088,0.8073102074571088,-4.082689792542891
S00226,"Cedarjunction, AZ",WEST,13,4442374.0,4304350.0,6.37,-3.11,26457.0,,,-3.1,-3.1,3.11,Well-Calibrated,High Growth,4517451.2283,1.6900249348658987,1.6900249348658987,-4.679975065134101
S00036,"Pinehollow, CA",WEST,13,11422758.0,11067849.0,7.05,-3.11,77353.0,,,-1.1,-4.4,3.11,Well-Calibrated,Maintain,11340490.9701,-0.7202028608152209,0.7202028608152209,-6.3297971391847785
S00066,"Whiteisle, AL",SOUTH,13,13750803.0,13323261.0,6.15,-3.11,89599.0,,,-1.3,-4.3,3.11,Well-Calibrated,High Growth,13112297.6485,-4.643404108836414,4.643404108836414,-1.5065958911635864
S01139,"Rivcamp, MS",SOUTH,13,34438296.0,33371778.0,6.24,-3.1,225216.0,,,-0.9,-4.4,3.1,Well-Calibrated,High Growth,33106750.642,-3.866467022642465,3.866467022642465,-2.3735329773575353
S00011,"Brighttown, PA",NORTH,13,8146185.0,7893484.0,7.07,-3.1,55309.0,,,-4.8,-1.9,3.1,Well-Calibrated,Growth,7864050.8438,-3.4633899942120157,3.4633899942120157,-3.6066100057879846
S01113,"Ironcross, FL",SOUTH,13,4681496.0,4536302.0,8.51,-3.1,39183.0,,,-4.4,-2.3,3.1,Well-Calibrated,High Growth,4571269.502,-2.354514411632514,2.354514411632514,-6.155485588367486
S01576,"Maplehollow, PA",NORTH,13,3470259.0,3363042.0,8.11,-3.09,25657.0,,,-0.9,-4.5,3.09,Well-Calibrated,Maintain,3427245.3726,-1.2394932885412908,1.2394932885412908,-6.870506711458709
S01724,"Suncamp, CA",WEST,13,14996154.0,14532611.0,7.54,-3.09,108789.0,,,-0.7,-4.5,3.09,Well-Calibrated,High Growth,15032219.5909,0.24049893659401061,0.24049893659401061,-7.299501063405989
S01636,"Sunwood, SC",SOUTH,13,14623508.0,14171470.0,6.98,-3.09,96739.0,,,-0.1,-5.0,3.09,Well-Calibrated,Neutral,14459705.6074,-1.1201306321301285,1.1201306321301285,-5.859869367869872
S01117,"Stormgard, MA",NORTH,13,23393934.0,22674142.0,8.47,-3.08,177930.0,,,-0.8,-4.6,3.08,Well-Calibrated,Maintain,22763924.839,-2.6930449619974066,2.6930449619974066,-5.776955038002594
S01424,"Granitefield, ID",WEST,13,11992801.0,11623800.0,6.77,-3.08,83989.0,,,-2.2,-3.7,3.08,Well-Calibrated,High Growth,11584509.1369,-3.404474593549912,3.404474593549912,-3.3655254064500877
S00837,"Wolfgard, NY",NORTH,13,1748530.0,1802354.0,8.39,3.08,12917.0,,,0.5,5.1,3.08,Well-Calibrated,Defend,1676737.25,-4.105891806260115,4.105891806260115,-4.284108193739885
S00278,"Silvermesa, CA",WEST,13,6318558.0,6124427.0,8.94,-3.07,55197.0,,,-4.7,-2.1,3.07,Well-Calibrated,Growth,6363600.6696,0.7128631184520214,0.7128631184520214,-8.227136881547978
S01425,"Coppergrove, MI",NORTH,13,12696825.0,13086511.0,9.71,3.07,108960.0,,,4.1,2.3,3.07,Well-Calibrated,Defend,13232923.9757,4.222307354003858,4.222307354003858,-5.487692645996143
S01097,"Ironkeep, KS",WEST,13,6542104.0,6341442.0,6.69,-3.07,43862.0,,,-4.3,-2.2,3.07,Well-Calibrated,Maintain,6345479.2932,-3.0055270720245324,3.0055270720245324,-3.684472927975468
S00067,"Granitemark, MD",NORTH,13,18595550.0,18026798.0,5.32,-3.06,108567.0,,,-2.9,-3.1,3.06,Well-Calibrated,Maintain,17929670.667,-3.5808531234623366,3.5808531234623366,-1.7391468765376636
S01190,"Beardale, FL",SOUTH,13,17952969.0,17403004.0,7.68,-3.06,125126.0,,,-2.1,-3.6,3.06,Well-Calibrated,High Growth,18713371.457,4.235524814864876,4.235524814864876,-3.444475185135124
S01181,"Westside, WI",NORTH,13,4205949.0,4077181.0,9.08,-3.06,41984.0,,,-0.1,-4.9,3.06,Well-Calibrated,Neutral,4087561.5935,-2.814760866097046,2.814760866097046,-6.265239133902954
S00805,"Shadowdor, GA",SOUTH,13,2558080.0,2636063.0,7.77,3.05,17491.0,,,4.7,1.9,3.05,Well-Calibrated,Growth,2758108.5157,7.819478503408801,7.819478503408801,0.049478503408801444
S01208,"Shadowford, WV",NORTH,13,16800346.0,17313572.0,4.32,3.05,68970.0,,,0.1,5.6,3.05,Well-Calibrated,Defend,15594002.4948,-7.180468218928351,7.180468218928351,2.860468218928351
S00895,"Moonrock, CO",WEST,13,8828640.0,8559055.0,6.47,-3.05,54590.0,,,-1.7,-4.0,3.05,Well-Calibrated,Growth,8320050.5527,-5.76067715186031,5.76067715186031,-0.7093228481396894
S00953,"Moontown, OH",NORTH,13,4554239.0,4415162.0,8.87,-3.05,36574.0,,,-4.4,-2.1,3.05,Well-Calibrated,Defend,4451675.0481,-2.2520546659935885,2.2520546659935885,-6.617945334006411
S01548,"Blackmark, UT",WEST,13,13264925.0,12860312.0,6.9,-3.05,113859.0,,,-1.9,-3.8,3.05,Well-Calibrated,Growth,13207496.7076,-0.4329334119868798,0.4329334119868798,-6.467066588013121
S00483,"Granitestrand, IL",NORTH,13,5665857.0,5493398.0,11.73,-3.04,66227.0,,,-0.8,-4.4,3.04,Well-Calibrated,Defend,5289640.626,-6.640061229925144,6.640061229925144,-5.089938770074856
S01327,"Southcove, CA",WEST,13,25089385.0,24328774.0,8.35,-3.03,204574.0,,,-3.8,-2.6,3.03,Well-Calibrated,Maintain,24963425.976999998,-0.5020410942715491,0.5020410942715491,-7.847958905728451
S01646,"Lowcourt, AZ",WEST,13,10329703.0,10016652.0,7.65,-3.03,81538.0,,,-3.9,-2.5,3.03,Well-Calibrated,Neutral,9970448.8702,-3.4778747249557833,3.4778747249557833,-4.172125275044217
S00991,"Northside, IN",NORTH,13,8801784.0,8535436.0,7.44,-3.03,87290.0,,,0.2,-5.1,3.03,Well-Calibrated,Growth,8363494.3195,-4.9795550595197495,4.9795550595197495,-2.460444940480251
S01611,"Ironhollow, CA",WEST,13,5367720.0,5204904.0,8.07,-3.03,49687.0,,,1.6,-5.9,3.03,Well-Calibrated,Neutral,5751634.0351,7.152273872333131,7.152273872333131,-0.9177261276668691
S01383,"Moonrun, PA",NORTH,13,6441430.0,6247624.0,8.96,-3.01,53409.0,,,-9.2,1.6,3.01,Well-Calibrated,Growth,6221012.3538,-3.421874431609135,3.421874431609135,-5.538125568390866
S01025,"Granitewood, IL",NORTH,13,2686290.0,2605324.0,11.18,-3.01,34207.0,,,-2.9,-3.1,3.01,Well-Calibrated,Growth,2532459.4433,-5.726505950586127,5.726505950586127,-5.453494049413873
S01588,"Bearrock, SC",SOUTH,13,6631607.0,6431970.0,5.5,-3.01,35566.0,,,-1.3,-4.1,3.01,Well-Calibrated,High Growth,6042135.3338,-8.888820857448275,8.888820857448275,3.388820857448275
S00952,"Stormmesa, CA",WEST,13,7081008.0,6867784.0,10.16,-3.01,69499.0,,,-0.0,-4.9,3.01,Well-Calibrated,Maintain,7200062.0119,1.681314466810379,1.681314466810379,-8.478685533189621
S01088,"Blackford, CA",WEST,13,15026345.0,14575167.0,7.19,-3.0,120008.0,,,0.5,-5.0,3.0,Well-Calibrated,Growth,16861530.3814,12.213118901502664,12.213118901502664,5.023118901502664
S01326,"Sagecove, LA",SOUTH,13,46204564.0,44820244.0,5.46,-3.0,262429.0,,,-4.8,-1.8,3.0,Well-Calibrated,Growth,42504560.0,-8.007875585623966,8.007875585623966,2.5478755856239657
S01401,"Bluerock, SC",SOUTH,13,10030994.0,9730865.0,6.41,-2.99,64387.0,,,-4.6,-1.9,2.99,Well-Calibrated,High Growth,10267672.252,2.3594695799838012,2.3594695799838012,-4.050530420016199
S00715,"Morview, AL",SOUTH,13,9424488.0,9704674.0,6.74,2.97,62223.0,,,8.2,-0.5,2.97,Well-Calibrated,Neutral,9832982.121199999,4.334390591828426,4.334390591828426,-2.405609408171574
S00561,"Ashmark, CA",WEST,13,2099028.0,2161350.0,7.44,2.97,14708.0,,,5.4,1.5,2.97,Well-Calibrated,Neutral,2053549.9835,-2.1666226701120666,2.1666226701120666,-5.273377329887934
S01018,"Clearport, NV",WEST,13,1956178.0,2014242.0,7.03,2.97,18004.0,,,2.2,3.4,2.97,Well-Calibrated,High Growth,1851542.3222,-5.348985511543425,5.348985511543425,-1.681014488456575
S00308,"Shadowkeep, TN",SOUTH,13,10156294.0,10457078.0,5.32,2.96,54082.0,,,-1.0,5.9,2.96,Well-Calibrated,Neutral,10299704.713,1.4120378260022752,1.4120378260022752,-3.907962173997725
S00888,"Moondale, OK",WEST,13,22222921.0,22879740.0,4.05,2.96,90084.0,,,3.9,2.3,2.96,Well-Calibrated,Defend,24026202.668,8.114512345159312,8.114512345159312,4.064512345159312
S00225,"Irontown, NE",WEST,13,16936413.0,16434775.0,8.06,-2.96,152092.0,,,-2.9,-3.0,2.96,Well-Calibrated,Growth,16385333.995000001,-3.2538118018260356,3.2538118018260356,-4.806188198173965
S00605,"Morcourt, MO",WEST,13,1829395.0,1883441.0,7.18,2.95,13520.0,,,3.6,2.5,2.95,Well-Calibrated,Defend,1857385.0,1.5300140210288102,1.5300140210288102,-5.6499859789711895
S00154,"Galrun, DE",NORTH,13,7057984.0,6849584.0,8.78,-2.95,58663.0,,,-3.2,-2.8,2.95,Well-Calibrated,High Growth,6672442.5921,-5.462486283618665,5.462486283618665,-3.3175137163813346
S00912,"Coppercross, CO",WEST,13,7596597.0,7372432.0,6.74,-2.95,49397.0,,,-0.9,-4.2,2.95,Well-Calibrated,High Growth,7420078.6723,-2.323650019870743,2.323650019870743,-4.416349980129257
S00738,"Brightbend, OH",NORTH,13,19560358.0,18986006.0,8.8,-2.94,161168.0,,,-2.5,-3.2,2.94,Well-Calibrated,Defend,19914026.686,1.8080890237285059,1.8080890237285059,-6.991910976271495
S01197,"Copperwatch, FL",SOUTH,13,2836193.0,2919710.0,6.39,2.94,16725.0,,,3.4,2.7,2.94,Well-Calibrated,Defend,2969971.198,4.716822797320205,4.716822797320205,-1.6731772026797946
S00089,"Lakeisle, AL",SOUTH,13,23765806.0,23065978.0,4.51,-2.94,115191.0,,,0.1,-4.9,2.94,Well-Calibrated,High Growth,23727743.425,-0.16015688674728412,0.16015688674728412,-4.3498431132527156
S01044,"Whitemesa, FL",SOUTH,13,5898899.0,5726112.0,6.86,-2.93,42934.0,,,-5.5,-1.3,2.93,Well-Calibrated,Growth,5895007.2319,-0.06597448269583843,0.06597448269583843,-6.794025517304162
S01674,"Eagleplains, CA",WEST,13,6484878.0,6295340.0,7.81,-2.92,49544.0,,,-0.2,-4.7,2.92,Well-Calibrated,Growth,6516819.0469,0.4925466122878553,0.4925466122878553,-7.317453387712145
S00414,"Ashharbor, CA",WEST,13,19046263.0,18490238.0,6.61,-2.92,117558.0,,,-0.5,-4.5,2.92,Well-Calibrated,Maintain,18779948.5942,-1.3982501753756096,1.3982501753756096,-5.211749824624391
S00302,"Oakbay, CA",WEST,13,9297847.0,9026798.0,7.6,-2.92,70739.0,,,0.0,-4.8,2.92,Well-Calibrated,Neutral,9323268.6254,0.27341410758855594,0.27341410758855594,-7.326585892411444
S00251,"Whiteshire, OH",NORTH,13,6482031.0,6292451.0,6.5,-2.92,46052.0,,,-3.9,-2.3,2.92,Well-Calibrated,Maintain,6504847.523,0.35199651158718687,0.35199651158718687,-6.148003488412813
S00180,"Greensprings, CA",WEST,13,17771626.0,17252626.0,11.37,-2.92,185761.0,,,-0.7,-4.2,2.92,Well-Calibrated,High Growth,18334582.691,3.1677275393934106,3.1677275393934106,-8.202272460606588
S01275,"Pinestrand, MI",NORTH,13,10125425.0,9829791.0,7.29,-2.92,76594.0,,,-1.8,-3.7,2.92,Well-Calibrated,Maintain,9820918.123300001,-3.007349091025799,3.007349091025799,-4.282650908974201
S01159,"Highrock, CO",WEST,13,6178912.0,5998720.0,8.02,-2.92,44907.0,,,0.0,-4.8,2.92,Well-Calibrated,High Growth,5657428.6544,-8.439727667265688,8.439727667265688,0.419727667265688
S00889,"Brightharbor, TX",WEST,13,14760498.0,14330908.0,5.34,-2.91,91470.0,,,-1.5,-3.8,2.91,Well-Calibrated,High Growth,14362330.0926,-2.697523534775052,2.697523534775052,-2.6424764652249477
S00088,"Wingate, MI",NORTH,13,3281019.0,3376421.0,9.98,2.91,32394.0,,,7.8,-0.2,2.91,Well-Calibrated,Defend,3484303.3540000003,6.195768875462174,6.195768875462174,-3.7842311245378264
S00618,"Oakford, CA",WEST,13,21143977.0,20531042.0,10.49,-2.9,206324.0,,,-1.0,-4.0,2.9,Well-Calibrated,Growth,20465309.752,-3.2097426515361778,3.2097426515361778,-7.280257348463822
S00147,"Graniteplains, ID",WEST,13,27533869.0,26735490.0,7.32,-2.9,188284.0,,,-0.8,-4.3,2.9,Well-Calibrated,Growth,27310739.683,-0.8103812689745915,0.8103812689745915,-6.509618731025409
S00946,"Windor, MA",NORTH,13,2652825.0,2729410.0,7.98,2.89,19705.0,,,1.8,3.7,2.89,Well-Calibrated,Defend,2658681.8535,0.22077798196263235,0.22077798196263235,-7.759222018037368
S01028,"Shadowhaven, FL",SOUTH,13,15416039.0,14970322.0,7.67,-2.89,112328.0,,,-2.1,-3.4,2.89,Well-Calibrated,High Growth,15754298.273,2.194203536978598,2.194203536978598,-5.4757964630214016
S01353,"Wolfcamp, UT",WEST,13,7992984.0,7762496.0,8.36,-2.88,55600.0,,,-0.5,-4.4,2.88,Well-Calibrated,High Growth,8061952.5948,0.8628641668743497,0.8628641668743497,-7.4971358331256495
S01354,"Brightside, FL",SOUTH,13,3474571.0,3374616.0,8.27,-2.88,25970.0,,,-3.4,-2.5,2.88,Well-Calibrated,High Growth,3685996.4110000003,6.084935694219525,6.084935694219525,-2.1850643057804744
S01306,"Redview, CA",WEST,13,35628353.0,34605172.0,7.57,-2.87,226253.0,,,-1.7,-3.6,2.87,Well-Calibrated,Neutral,35186097.444,-1.2413022740624629,1.2413022740624629,-6.328697725937538
S01560,"Bearsprings, CO",WEST,13,28306716.0,27495052.0,6.02,-2.87,155619.0,,,1.7,-5.9,2.87,Well-Calibrated,High Growth,29350812.311,3.6885109208712192,3.6885109208712192,-2.3314890791287803
S00643,"Stonemere, CA",WEST,13,11941160.0,11598040.0,8.89,-2.87,95132.0,,,-0.9,-4.0,2.87,Well-Calibrated,Neutral,11584128.355700001,-2.9899242979743916,2.9899242979743916,-5.9000757020256085
S01325,"Redcove, CA",WEST,13,10554054.0,10251032.0,9.46,-2.87,94542.0,,,2.7,-6.0,2.87,Well-Calibrated,High Growth,10407699.0213,-1.3867181151432502,1.3867181151432502,-8.073281884856751
S00135,"Silverport, ME",NORTH,13,36293196.0,37331572.0,5.78,2.86,211597.0,,,1.2,4.2,2.86,Well-Calibrated,Neutral,38097072.0,4.970286992636306,4.970286992636306,-0.809713007363694
S00168,"Riverside, NC",SOUTH,13,8064809.0,7834523.0,8.72,-2.86,67664.0,,,-3.6,-2.3,2.86,Well-Calibrated,Growth,7354108.4835,-8.812366374702735,8.812366374702735,0.09236637470273479
S01184,"Riverjunction, VA",NORTH,13,39748484.0,38610924.0,6.42,-2.86,263352.0,,,-4.1,-2.0,2.86,Well-Calibrated,High Growth,38075956.0,-4.20777808783852,4.20777808783852,-2.21222191216148
S00544,"Stormbrook, FL",SOUTH,13,19684020.0,19121376.0,8.11,-2.86,157412.0,,,-6.9,-0.4,2.86,Well-Calibrated,Growth,19737695.068,0.27268346608060734,0.27268346608060734,-7.837316533919392
S00071,"Mormark, FL",SOUTH,13,21601330.0,22216850.0,8.0,2.85,164780.0,,,-0.5,4.7,2.85,Well-Calibrated,Growth,26812606.077,24.124792672488223,24.124792672488223,16.124792672488223
S00510,"Cedarridge, VA",NORTH,13,21495233.0,22105466.0,7.58,2.84,148717.0,,,4.1,1.8,2.84,Well-Calibrated,Defend,20779926.925,-3.3277428302358913,3.3277428302358913,-4.252257169764109
S01716,"Rivergrove, KY",SOUTH,13,13369115.0,13749435.0,6.8,2.84,87285.0,,,-0.6,5.6,2.84,Well-Calibrated,Maintain,13556539.127,1.401918728352627,1.401918728352627,-5.3980812716473725
S00579,"Oakshire, MI",NORTH,13,2793978.0,2873035.0,8.7,2.83,21136.0,,,-0.7,5.5,2.83,Well-Calibrated,Defend,2749959.187,-1.5754888907500375,1.5754888907500375,-7.124511109249962
S00434,"Winhollow, OH",NORTH,13,4558567.0,4430136.0,7.24,-2.82,27450.0,,,-3.0,-2.7,2.82,Well-Calibrated,Neutral,4499766.5232,-1.2898894937817147,1.2898894937817147,-5.9501105062182855
S01223,"Maplebend, TN",SOUTH,13,3240255.0,3331704.0,8.41,2.82,26179.0,,,4.9,1.4,2.82,Well-Calibrated,Maintain,3034644.6317,-6.345499607284001,6.345499607284001,-2.064500392715999
S01179,"Oakmesa, IA",WEST,13,3988879.0,3876450.0,5.76,-2.82,24723.0,,,-1.9,-3.4,2.82,Well-Calibrated,Maintain,4069963.9608,2.032775644485581,2.032775644485581,-3.727224355514419
S00108,"Silverstrand, AL",SOUTH,13,16641604.0,16171968.0,4.8,-2.82,79068.0,,,0.1,-4.7,2.82,Well-Calibrated,Neutral,16593460.24,-0.2892975941501779,0.2892975941501779,-4.5107024058498215
S01418,"Sunplains, TX",SOUTH,13,4328191.0,4206780.0,8.69,-2.81,38587.0,,,-2.6,-2.9,2.81,Well-Calibrated,High Growth,4415772.7039,2.0235175365412497,2.0235175365412497,-6.66648246345875
S00025,"Maplewood, TN",SOUTH,13,9644237.0,9372782.0,6.35,-2.81,58782.0,,,-1.2,-3.9,2.81,Well-Calibrated,Growth,9376190.6467,-2.7793422465665207,2.7793422465665207,-3.570657753433479
S00285,"Cedarhaven, KY",SOUTH,13,17735584.0,18232030.0,7.12,2.8,120787.0,,,4.1,2.0,2.8,Well-Calibrated,Growth,19301076.191,8.826843204035455,8.826843204035455,1.7068432040354553
S01099,"Foxmesa, NC",SOUTH,13,40057196.0,38933828.0,8.67,-2.8,321185.0,,,0.7,-5.0,2.8,Well-Calibrated,Neutral,39152600.0,-2.2582609127209006,2.2582609127209006,-6.411739087279099
S00623,"Lakemont, RI",NORTH,13,4558713.0,4686493.0,7.03,2.8,27948.0,,,1.9,3.5,2.8,Well-Calibrated,Defend,4641569.309,1.8175372961623237,1.8175372961623237,-5.2124627038376765
S00095,"Redkeep, SC",SOUTH,13,6882224.0,6689736.0,6.03,-2.8,43277.0,,,-1.2,-3.9,2.8,Well-Calibrated,High Growth,7006252.3594,1.8021552248226795,1.8021552248226795,-4.227844775177321
S01341,"Lakeport, NJ",NORTH,13,9439482.0,9176550.0,6.33,-2.79,63895.0,,,0.0,-4.6,2.79,Well-Calibrated,Neutral,9162724.388700001,-2.9319152396286055,2.9319152396286055,-3.3980847603713946
S00291,"Rivercourt, IL",NORTH,13,4336741.0,4216342.0,11.4,-2.78,51317.0,,,-1.5,-3.6,2.78,Well-Calibrated,Maintain,4232893.9409,-2.3945875278233166,2.3945875278233166,-9.005412472176683
S00080,"Northplains, NY",NORTH,13,5300384.0,5447985.0,6.66,2.78,34493.0,,,5.1,1.2,2.78,Well-Calibrated,Defend,5082012.8387,-4.119912091274893,4.119912091274893,-2.5400879087251074
S00415,"Cedarreach, FL",SOUTH,13,8514691.0,8279186.0,8.11,-2.77,77346.0,,,-2.5,-2.9,2.77,Well-Calibrated,High Growth,8503407.3732,-0.13251951010319304,0.13251951010319304,-7.977480489896807
S01373,"Cedarcliff, PA",NORTH,13,5616083.0,5460692.0,9.55,-2.77,49335.0,,,-5.7,-0.7,2.77,Well-Calibrated,Defend,5451836.7375,-2.9245697134461897,2.9245697134461897,-6.6254302865538115
S00213,"Eastfield, MD",NORTH,13,6087000.0,5918680.0,6.17,-2.77,35638.0,,,-0.6,-4.1,2.77,Well-Calibrated,High Growth,5882117.8606,-3.3658968194512853,3.3658968194512853,-2.8041031805487147
S00683,"Wolfshire, DE",NORTH,13,12036179.0,11702535.0,6.03,-2.77,63373.0,,,-2.2,-3.1,2.77,Well-Calibrated,High Growth,11862916.5613,-1.4395136421616845,1.4395136421616845,-4.590486357838316
S00362,"Graycross, VA",NORTH,13,30285412.0,29447308.0,8.55,-2.77,245853.0,,,-3.5,-2.3,2.77,Well-Calibrated,Growth,29884697.312,-1.323127742161807,1.323127742161807,-7.226872257838194
S00534,"Highhold, NC",SOUTH,13,4566945.0,4440660.0,7.84,-2.77,35812.0,,,-2.0,-3.3,2.77,Well-Calibrated,Growth,4155078.2706,-9.018429812489533,9.018429812489533,1.178429812489533
S01156,"Winvalley, ND",WEST,13,8397562.0,8165299.0,8.74,-2.77,86442.0,,,-0.9,-4.0,2.77,Well-Calibrated,Growth,8957509.5679,6.667977776168847,6.667977776168847,-2.072022223831153
S00762,"Vancove, AK",WEST,13,5463765.0,5614419.0,9.93,2.76,50925.0,,,3.0,2.6,2.76,Well-Calibrated,Defend,5106965.095,-6.530293762634379,6.530293762634379,-3.3997062373656206
S00093,"Copperhaven, NC",NORTH,13,13701645.0,13323134.0,8.63,-2.76,112216.0,,,-0.9,-3.9,2.76,Well-Calibrated,Growth,13707789.5817,0.04484557657128696,0.04484557657128696,-8.585154423428714
S01155,"Wolfridge, TX",WEST,13,4998297.0,5136118.0,7.08,2.76,31147.0,,,8.7,-0.7,2.76,Well-Calibrated,Defend,6505883.9077,30.16201133506073,30.16201133506073,23.082011335060727
S00223,"Highpoint, CA",WEST,13,13917552.0,13534586.0,9.54,-2.75,121364.0,,,1.2,-5.1,2.75,Well-Calibrated,Maintain,14445907.117,3.7963222052269,3.7963222052269,-5.743677794773099
S01592,"Silvervalley, OH",NORTH,13,29403147.0,28595948.0,8.17,-2.75,223732.0,,,-3.7,-2.1,2.75,Well-Calibrated,Neutral,28197040.581,-4.1019637081704206,4.1019637081704206,-4.068036291829579
S01519,"Blackcamp, ID",WEST,13,7606732.0,7397795.0,12.04,-2.75,114363.0,,,-5.9,-0.4,2.75,Well-Calibrated,Neutral,7156761.1323,-5.9154294866704955,5.9154294866704955,-6.124570513329504
S00269,"Shadowbrook, FL",SOUTH,13,15240500.0,14822894.0,8.28,-2.74,135412.0,,,-6.7,-0.3,2.74,Well-Calibrated,Growth,15583095.648,2.247929188674912,2.247929188674912,-6.032070811325087
S00166,"Brightfield, AL",SOUTH,13,11509730.0,11194579.0,5.33,-2.74,58595.0,,,0.7,-4.9,2.74,Well-Calibrated,Growth,10853357.3267,-5.702763429724241,5.702763429724241,0.37276342972424104
S01713,"Silverhollow, IA",WEST,13,5200156.0,5057840.0,6.56,-2.74,41939.0,,,-2.0,-3.3,2.74,Well-Calibrated,Growth,5011180.9793,-3.6340259926817624,3.6340259926817624,-2.925974007318237
S01506,"Lakecliff, KS",WEST,13,9628712.0,9365244.0,5.89,-2.74,61980.0,,,-1.1,-3.8,2.74,Well-Calibrated,Maintain,9802164.293,1.8014070106157458,1.8014070106157458,-4.088592989384254
S00652,"Stormcourt, MO",WEST,13,12239142.0,11905032.0,4.19,-2.73,48993.0,,,-2.3,-3.0,2.73,Well-Calibrated,Growth,12055851.2728,-1.4975782387360128,1.4975782387360128,-2.6924217612639874
S01233,"Wolfmont, FL",SOUTH,13,15142934.0,14729338.0,9.62,-2.73,150568.0,,,-2.0,-3.2,2.73,Well-Calibrated,Growth,14949376.7446,-1.2782018029002842,1.2782018029002842,-8.341798197099715
S00310,"Maplegrove, CA",WEST,13,16070733.0,15634031.0,7.71,-2.72,143622.0,,,-1.8,-3.3,2.72,Well-Calibrated,Defend,15670742.2982,-2.488938754691525,2.488938754691525,-5.221061245308475
S01356,"Wingrove, NY",NORTH,13,3472245.0,3566790.0,9.7,2.72,35020.0,,,-2.1,7.0,2.72,Well-Calibrated,Defend,3361336.5645,-3.1941419888285574,3.1941419888285574,-6.505858011171442
S00791,"Silverheights, OH",NORTH,13,2073018.0,2129321.0,8.46,2.72,18200.0,,,0.6,4.2,2.72,Well-Calibrated,Defend,2061833.4361999999,-0.539530471997837,0.539530471997837,-7.9204695280021635
S01290,"Eaglebend, VA",NORTH,13,20206447.0,19657688.0,6.15,-2.72,121481.0,,,-4.5,-1.4,2.72,Well-Calibrated,Growth,18951010.474,-6.213049359939432,6.213049359939432,0.0630493599394315
S01338,"Whitemont, AR",WEST,13,12203411.0,11871784.0,7.98,-2.72,89694.0,,,2.8,-5.9,2.72,Well-Calibrated,Neutral,11148904.5518,-8.641079516210675,8.641079516210675,0.6610795162106751
S01711,"Whiteridge, NC",SOUTH,13,8913754.0,8672508.0,6.19,-2.71,53769.0,,,-1.2,-3.7,2.71,Well-Calibrated,Growth,8869612.5314,-0.49520626887391467,0.49520626887391467,-5.694793731126086
S01008,"Northrun, MA",NORTH,13,9784255.0,10049266.0,9.63,2.71,84344.0,,,-0.2,4.9,2.71,Well-Calibrated,Defend,9824251.6294,0.40878563978555316,0.40878563978555316,-9.221214360214448
S00277,"Goldridge, CA",WEST,13,29604208.0,28806252.0,6.12,-2.7,213698.0,,,-0.6,-3.9,2.7,Well-Calibrated,Maintain,29273020.0,-1.1187193388183194,1.1187193388183194,-5.0012806611816805
S00330,"Wolfdale, TX",SOUTH,13,7033110.0,6843210.0,6.33,-2.7,53944.0,,,-0.5,-4.0,2.7,Well-Calibrated,High Growth,7047896.7476,0.210244793555061,0.210244793555061,-6.119755206444939
